Test,Animal,Treatment,Sex,APOE,Code,Stage,Trial,Apparatus,Object1 : head entries,Object1 : head time,Object1_Day2_3_5: RI,Object1 : latency to first entry,Object1 : time mobile,Object1 : time immobile,Object1 : in zone oriented to centre,Object1 : time freezing,Object2 : head entries,Object2 : head time,Object2_Day2_3_5.RI,Object2 : latency to first entry,Object2 : time mobile,Object2 : time immobile,Object2 : in zone oriented to centre,Object2 : time freezing,Outerzone : head entries,Outerzone : head time,Outerzone : distance,Outerzone : latency to first entry,Outerzone : average speed,Outerzone : time mobile,Outerzone : time immobile,Total_Time_Mobile,Outerzone : time freezing,Centerzone : head entries,Centerzone : head time,Centerzone : distance,Centerzone : latency to first entry,Centerzone : average speed,Centerzone : time mobile,Centerzone : time immobile,Centerzone : time freezing,Object 3 : head entries,Object 3 : head time,Object 3 : latency to first entry,Object 3 : in zone oriented to centre,Object 4 : head entries,Object4.headtime,Object 4 : latency to first entry,Object 4 : in zone oriented to centre,Object1Center : head time oriented towards,Object2Center : head time oriented towards,Total_Distance_Mobile,Total Time Freezing
83,190715_6,APOE2/2M,M,APOE2/2,A,Day2_ShortTermMemory,4,2Objects_NOR_2,4,4.8,0.6315789474,0.7,3.4,1.3,2.3,0,1,2.8,0.3684210526,64.4,2.8,0,1.8,0,7,100.2,3.839,1.5,0.038,57.7,42.5,58.9,26.4,4,4.4,0.261,0,0.212,1.2,0,0,0,0,,0,4,4.1,114.4,0,,,4.1,26.4
84,190715_5,APOE2/2M,M,APOE2/2,A,Day2_ShortTermMemory,4,2Objects_NOR,4,12.2,0.7176470588,73,9.4,2.7,3.5,0,7,4.8,0.2823529412,68.1,4.8,0,0,0,14,53.8,1.886,0,0.028,36.6,30,61.1,12.6,8,21.6,1.21,60.2,0.044,24.5,2.7,0,5,2.2,60,0,5,5.7,76.5,0,23.8,9.4,3.096,12.6
85,190715_7,APOE2/2F,F,APOE2/2,D,Day2_IdenticalObject,1,2Objects_NOR,9,15.2,0.3907455013,8.5,11.8,3.4,2.4,0,13,23.7,0.6092544987,1.7,15.4,8.3,8.8,0,14,50.8,1.812,2.5,0.041,35.7,8.8,67.1,1.7,24,48.5,2.301,0.7,0.055,31.4,10.7,0,5,2.2,0.7,0,9,5.1,7.7,0,10.8,17.1,4.113,1.7
86,190715_8,APOE2/2F,F,APOE2/2,D,Day2_IdenticalObject,1,2Objects_NOR_2,8,6.8,0.4071856287,16.5,6.8,0,3,0,9,9.9,0.5928143713,27.2,9.2,0.7,3.7,0,21,74.3,4.232,0,0.058,50.8,22.2,70.1,0,14,21,2.231,16.3,0.102,19.3,2.6,0,3,1.2,17.8,0,9,2.3,3.1,0,,,6.463,0
87,190715_9,APOE2/2M,M,APOE2/2,A,Day2_IdenticalObject,1,2Objects_NOR,9,17.2,0.6515151515,3.5,9.1,8.1,7.6,0,5,9.2,0.3484848485,19.6,6.9,2.3,4.9,0,15,76.7,2.989,0.6,0.037,42,38.1,53.4,3,13,20.9,0.752,19.1,0.055,11.4,2.3,0,3,1.4,77.1,0,2,0.6,10.1,0,15.8,19.8,3.741,3
88,190715_10,APOE2/2M,M,APOE2/2,A,Day2_IdenticalObject,1,2Objects_NOR_2,4,3.4,0.1827956989,19,3.4,0,2.4,0,10,15.2,0.8172043011,6.1,9.7,5.5,4.1,0,20,83,4.559,0,0.065,52.1,18.3,65.8,3.4,10,18,1.504,11.5,0.09,13.7,3,0,2,0.3,11.2,0.1,8,1.9,4.9,0,,,6.063,3.4
89,190715_7,APOE2/2F,F,APOE2/2,D,Day2_IdenticalObject,2,2Objects_NOR,10,18.4,0.4210526316,14.9,9.3,9.1,5.1,3,16,25.3,0.5789473684,16.7,16,9.3,10.5,1.1,14,43.1,1.592,0.6,0.044,29.4,6.8,62.2,0,20,44.5,1.999,15.5,0.056,32.8,3.2,1.4,0,0,,0,4,1.9,75.3,0,17.8,15.5,3.591,1.4
90,190715_8,APOE2/2F,F,APOE2/2,D,Day2_IdenticalObject,2,2Objects_NOR_2,7,7.7,0.237654321,5.6,3.5,4.2,3.7,0,15,24.7,0.762345679,4.9,16.4,8.3,3.3,1.8,18,59.8,2.414,0.9,0.044,47.5,7.1,63.3,1.9,18,20.6,1.382,0,0.055,15.8,9.4,0,3,0.8,4.7,0,2,0.5,19.8,0,,,3.796,1.9
91,190715_9,APOE2/2M,M,APOE2/2,A,Day2_IdenticalObject,2,2Objects_NOR,4,4.4,0.213592233,77.3,4.4,0,2.1,0,9,16.2,0.786407767,6.4,11.7,4.5,6.4,0,14,68,2.182,0.5,0.032,38.6,30.5,61.9,4.4,12,27.3,1.185,56.1,0.036,23.3,9.4,0,3,0.8,56,0,8,9.2,61.8,0.3,8.4,8.9,3.367,4.4
92,190715_10,APOE2/2M,M,APOE2/2,A,Day2_IdenticalObject,2,2Objects_NOR_2,7,8.2,0.4456521739,3.9,8.2,0,2.3,0,9,10.2,0.5543478261,8.5,10.2,0,7.9,0,18,81,3.64,2.9,0.046,49.8,28.9,58.4,5.5,10,15.5,0.652,0,0.076,8.6,0,0,2,0.8,0,0,2,1.1,1.9,0,,,4.292,5.5
93,190715_7,APOE2/2F,F,APOE2/2,D,Day2_IdenticalObject,3,2Objects_NOR,14,28.3,0.7004950495,19.1,24,4.4,5.8,0,14,12.1,0.2995049505,14.5,12.1,0,4.9,0,18,47,1.483,1.4,0.04,21.5,15.5,50.4,7.6,22,35.1,1.935,0,0.062,28.9,2.2,0,4,1.5,84.9,0,6,2.2,0,0,16.9,15.8,3.418,7.6
94,190715_8,APOE2/2F,F,APOE2/2,D,Day2_IdenticalObject,3,2Objects_NOR_2,4,6.1,0.6161616162,3.8,6,0.1,2.3,0,2,3.8,0.3838383838,75.3,0.9,2.9,0.6,0,10,95.6,2.261,4.8,0.023,33.8,62.7,38.2,45,6,12.5,0.696,0.3,0.066,4.4,6.2,0,2,1.5,2.9,0,1,0.3,,0,,,2.957,45
95,190715_9,APOE2/2M,M,APOE2/2,A,Day2_IdenticalObject,3,2Objects_NOR,4,4.6,0.3172413793,6.8,4.6,0,2.1,0,4,9.9,0.6827586207,101.4,3.5,6.4,2,1.9,22,76.1,1.758,1.6,0.019,31.3,58.9,36.8,18.4,5,5.9,0.443,0,0.081,5.5,0,0,3,1.5,1,0,0,0,,0,29.7,38.4,2.201,18.4
96,190715_10,APOE2/2M,M,APOE2/2,A,Day2_IdenticalObject,3,2Objects_NOR_2,14,14.6,0.6547085202,11.9,9.5,5.1,6.3,0,8,7.7,0.3452914798,8.8,7.6,0.1,1.5,0,20,63.5,2.869,0,0.05,36.5,20.7,53.3,8,20,17.1,1.312,7.8,0.078,16.8,0,0,4,3.3,10.9,0,5,3.3,7.6,0,,,4.181,8
97,190715_8,APOE2/2F,F,APOE2/2,D,Day2_ShortTermMemory,4,2Objects_NOR_2,8,21.4,0.66875,14.1,9.7,11.7,9.8,1,6,10.6,0.33125,4.8,10.6,0,1.5,0,13,71.6,4.429,2.3,0.062,45.5,26.1,58,19.4,18,22.6,0.876,0,0.07,12.5,0,0,1,0.7,0,0,2,0.4,2.5,0,,,5.305,19.4
98,190715_7,APOE2/2F,F,APOE2/2,D,Day2_ShortTermMemory,4,2Objects_NOR,7,18.2,0.6765799257,18.4,17.3,1,2.6,0,7,8.7,0.3234200743,23,6.2,2.5,1.1,0,14,58.8,2.429,0,0.044,36.8,18.9,61.5,9.7,10,45.9,1.166,22.3,0.035,24.7,8.7,0,0,0,101.4,0,3,4.2,80.7,0,12.7,21.8,3.595,9.7
99,190715_10,APOE2/2M,M,APOE2/2,A,Day2_ShortTermMemory,4,2Objects_NOR_2,14,8.9,0.6013513514,0.3,8,0.9,3.6,0,14,5.9,0.3986486486,2.7,3.5,2.4,1.4,0,15,77.4,3.087,4.5,0.041,43,32.1,51.1,11.4,9,9.4,0.89,0,0.11,8.1,0,0,2,1.3,1.5,0,4,2.4,12.2,0,,,3.977,11.4
100,190715_9,APOE2/2M,M,APOE2/2,A,Day2_ShortTermMemory,4,2Objects_NOR,7,10.1,0.6917808219,15.3,6.4,3.7,6,0,3,4.5,0.3082191781,36.7,4.5,0,1.6,0,15,90.8,3.316,1,0.039,43.3,42,49.6,6.5,7,10.9,0.47,0,0.047,6.3,3.7,0,1,1.1,76.1,0,1,0.7,87.8,0,13.7,13.5,3.786,6.5
102,190715_1,APOE3/3M,M,APOE3/3,B,Day3_Novel Object2,1,2Objects_NOR,4,3.8,0.2209302326,21.9,3.8,0,1.4,0,10,13.4,0.7790697674,8.8,8.6,4.7,4.4,0,23,80.9,4.796,0.6,0.055,48.3,38.3,53.8,12.4,11,11,0.493,22.9,0.065,5.5,2.2,0,3,0.8,22.9,0,1,0.5,88.6,0,16,17.3,5.289,12.4
103,190715_2,APOE3/3M,M,APOE3/3,B,Day3_Novel Object2,1,2Objects_NOR_2,1,1.6,0.1904761905,81.3,0,1.6,0.3,0,7,6.8,0.8095238095,66.5,3.7,3.1,1.6,0,14,93.4,2.276,1.2,0.023,39.5,58.8,43.4,36.7,5,9.7,0.323,0,0.083,3.9,0,0,1,0.8,69.8,0.3,2,0.7,83.9,0,,,2.599,36.7
104,190715_3,APOE3/3M,M,APOE3/3,B,Day3_Novel Object2,1,2Objects_NOR,3,3.3,0.4714285714,8.1,3.3,0,0.9,0,3,3.7,0.5285714286,0.8,0.8,2.8,1.6,0,18,101.1,3.041,0.4,0.029,40,63.1,41.1,38.9,4,3.4,0.152,55.4,0.144,1.1,0,0,1,0.3,56.4,0,1,0.3,,0,8.5,13.2,3.193,38.9
105,190715_4,HNf,F,HN,C,Day3_Novel Object2,1,2Objects_NOR_2,4,4.6,0.4509803922,0.8,4.6,0,0.8,0,2,5.6,0.5490196078,69.6,5.6,0,1.6,0,11,98.4,3.601,3,0.036,49.3,50.7,57.3,29.8,8,8.9,0.319,0,0.04,8,0,0,0,0,,0,2,0.9,1.8,0,,,3.92,29.8
106,190715_5,APOE2/2M,M,APOE2/2,A,Day3_Novel Object2,1,2Objects_NOR,3,1.3,0.2096774194,50,1.3,0,0.3,0,5,4.9,0.7903225806,11.6,4.9,0,0.9,0,18,89.2,3.694,0,0.043,45.7,41.1,50.6,6.1,3,4.9,0.353,49.2,0.071,4.9,0,0,2,0.4,68,0,1,0.4,49.2,0,2.8,8.1,4.047,6.1
107,190715_6,APOE2/2M,M,APOE2/2,A,Day3_Novel Object2,1,2Objects_NOR_2,0,0,0,,0,0,0,0,2,2.2,1,53.7,2.2,0,1.6,0,6,115.6,6.116,0,0.052,57.1,61.4,57.1,51,0,0,0,,,0,0,0,0,0,,0,0,0,,0,,,6.116,51
108,190715_7,APOE2/2F,F,APOE2/2,D,Day3_Novel Object2,1,2Objects_NOR,3,4.4,0.3308270677,9.4,4.4,0,0.7,0,11,8.9,0.6691729323,15.6,7.4,1.5,3.3,0,17,81.3,3.068,1.4,0.035,51,36.1,54.6,8.7,11,11.3,0.417,17.1,0.073,3.6,2.1,0,1,0.4,112.3,0,1,0.7,,0,12,15.8,3.485,8.7
109,190715_8,APOE2/2F,F,APOE2/2,D,Day3_Novel Object2,1,2Objects_NOR_2,8,10.1,0.5153061224,13.9,6.6,3.6,5.6,0,5,9.5,0.4846938776,15.3,9.5,0,2.7,0,13,82.2,4.119,2.2,0.05,55.7,26.5,70.2,7.7,13,18.3,1.285,0,0.088,14.5,0,0,0,0,,0,4,1.3,0.8,0,,,5.404,7.7
110,190715_9,APOE2/2M,M,APOE2/2,A,Day3_Novel Object2,1,2Objects_NOR,2,1.1,0.1279069767,16.4,1.1,0,0.6,0,3,7.5,0.8720930233,5,5.1,2.4,4.9,0,8,105.1,3.674,1.8,0.034,43.6,65,44.2,9.8,5,2.4,0.032,0,0.051,0.6,0,0,0,0,,0,1,0.6,0.5,0,11.6,8.2,3.706,9.8
111,190715_10,APOE2/2M,M,APOE2/2,A,Day3_Novel Object2,1,2Objects_NOR_2,5,3.6,0.2647058824,9.8,3.6,0,2.2,0,5,10,0.7352941176,18,10,0,3.3,0,12,90.3,5.922,0.4,0.064,67.6,25,75.8,10.4,7,7.1,0.533,9.9,0.063,8.2,0.3,0,3,1.6,9.2,0,3,0.9,59.4,0,,,6.455,10.4
112,190715_1,APOE3/3M,M,APOE3/3,B,Day5_NovelObject3,1,2Objects_NOR,9,13.1,0.5435684647,3.7,8.5,4.6,2.5,0,11,11,0.4564315353,7.2,9.8,1.2,2.6,0,28,57.4,3.971,0,0.065,48.9,12,64.7,6.7,21,28.2,1.42,13.6,0.076,15.8,2.9,0,5,3.6,75.9,0,4,2.5,13.9,0,13,19.6,5.391,6.7
113,190715_2,APOE3/3M,M,APOE3/3,B,Day5_NovelObject3,1,2Objects_NOR_2,5,4.3,0.5443037975,24.6,4.3,0,1.8,0,4,3.6,0.4556962025,27.3,3.6,0,0.4,0,15,96.2,7.083,1.3,0.074,78.4,17.6,89.6,5.6,5,9.7,0.635,0,0.057,11.2,0,0,0,0,,0,4,2.5,27,0,,,7.718,5.6
114,190715_3,APOE3/3M,M,APOE3/3,B,Day5_NovelObject3,1,2Objects_NOR,6,12,0.621761658,35.2,8.3,3.8,7.7,0,5,7.3,0.378238342,0,4.5,2.9,1.5,0,16,67.8,3.505,1,0.054,53.6,11.9,63.8,2.9,23,23.7,0.974,0,0.095,10.2,0,0,7,4,52.1,0,4,2.6,13.7,0,18.6,19,4.479,2.9
115,190715_4,HNf,F,HN,C,Day5_NovelObject3,1,2Objects_NOR_2,5,4.8,0.3664122137,34.3,4.8,0,2.6,0,3,8.3,0.6335877863,57.1,5.6,2.7,3.6,0,14,93.4,5.387,0.3,0.059,66.4,25.5,71.3,4.3,11,10.2,0.512,9.6,0.067,4.9,2.8,0,3,1.7,9.6,0,3,1,76.3,0,,,5.899,4.3
116,190715_5,APOE2/2M,M,APOE2/2,A,Day5_NovelObject3,1,2Objects_NOR,10,14.1,0.520295203,21.1,11.5,2.6,3.3,0,11,13,0.479704797,22.2,7.8,5.2,3.7,1.1,20,69.3,3.275,0.8,0.051,51.6,12.8,71.4,2.3,17,27.2,1.466,0,0.066,19.8,2.3,0,3,0.9,39.3,0,2,0.4,83.1,0,9.9,8,4.741,2.3
117,190715_6,APOE2/2M,M,APOE2/2,A,Day5_NovelObject3,1,2Objects_NOR_2,2,1.3,0.1780821918,36,1.3,0,0.9,0,7,6,0.8219178082,33.9,6,0,4.2,0,12,97.3,5.197,0,0.052,57.9,41.5,63.2,13.3,7,6.7,0.744,35.5,0.139,5.3,0,0,6,4.9,53.3,0,2,0.7,51.7,0,,,5.941,13.3
118,190715_7,APOE2/2F,F,APOE2/2,D,Day5_NovelObject3,1,2Objects_NOR,7,6.9,0.5476190476,21.5,6.9,0,0.6,0,8,5.7,0.4523809524,27.8,5.7,0,2.3,0,22,85.3,4.803,2.9,0.058,57,25.5,68.7,4,10,13.5,0.878,0,0.075,11.7,0,0,8,3.4,21.2,0,2,0.9,38.1,0,6.8,5.5,5.681,4
119,190715_8,APOE2/2F,F,APOE2/2,D,Day5_NovelObject3,1,2Objects_NOR_2,5,7,0.3783783784,20.3,7,0,2.8,0,8,11.5,0.6216216216,16.8,11.5,0,3.5,0,18,88.7,6.62,1.1,0.075,70.3,17.6,81.9,5,8,15.4,1.358,0,0.117,11.6,0,0,3,0.9,36.4,0,3,1,19.3,0.2,,,7.978,5
120,190715_9,APOE2/2M,M,APOE2/2,A,Day5_NovelObject3,1,2Objects_NOR,7,13.7,0.4551495017,13,6.4,7.4,6,0,8,16.4,0.5448504983,3.1,11.4,5,8.2,1.3,15,68.3,3.809,0.7,0.051,46.4,27.6,63.5,4.6,14,27.9,0.948,40.2,0.055,17.1,0,0,2,0.7,80.1,0,4,4.6,40.1,0,20.1,22.1,4.757,4.6
121,190715_10,APOE2/2M,M,APOE2/2,A,Day5_NovelObject3,1,2Objects_NOR_2,7,7.4,0.5285714286,41,7.4,0,2,0,3,6.6,0.4714285714,46.7,2.7,3.9,1.6,0,10,96.9,8.795,0.4,0.089,74.4,24.4,79.5,5.8,8,11.4,0.761,48.9,0.149,5.1,0,0,2,0.8,57.6,0,1,0.4,56.1,0,,,9.556,5.8
1,190909_1,HN,M,HN,A,openfield,1,2Objects_NOR,20,12.7,0.5720720721,2.2,12.2,0.5,1.4,1.1,11,9.5,0.4279279279,136.8,9.5,0,1,0,189,385.9,17.608,11.2,0.042,287,127.7,330.8,34.7,31,52.6,4.05,0,0.071,43.8,13.6,3.9,11,5.3,45.9,0,13,7,127.7,0,35.6,45.9,21.658,38.6
2,190909_2,APOE3/3M,M,APOE3/3,B,openfield,1,2Objects_NOR_2,10,5.7,0.3114754098,19.6,5.7,0,0.2,0,19,12.6,0.6885245902,71.8,9.9,2.7,1.9,0,64,417,10.725,5.5,0.026,215.7,193.6,280.6,98.8,38,62.5,4.891,15.8,0.07,64.9,5.3,1.7,14,10.4,29.5,0.4,17,13.1,13.5,0,,,15.616,100.5
3,190909_3,APOE3/3F,F,APOE3/3,C,openfield,1,2Objects_NOR,18,8.9,0.2966666667,0.1,7.8,1.2,2,0.4,26,21.1,0.7033333333,0.9,13.6,7.5,4,1.2,179,333.5,14.894,3.1,0.043,257.4,85.7,303,21.1,59,81.7,5.264,0,0.077,45.6,23,9.7,18,17.4,22,0.1,28,22.2,5.6,0,60.5,49.3,20.158,30.8
4,190909_4,APOE3/3F,F,APOE3/3,C,openfield,1,2Objects_NOR_2,18,5.1,0.2198275862,96.9,4.7,0.4,1,1,12,18.1,0.7801724138,73.3,7.2,11,6.9,6.5,64,382.5,15.548,0,0.04,252.4,136.8,303.7,58.1,35,95.9,4.451,14.8,0.051,51.3,35.3,18.5,22,25.7,78.3,0.3,25,17.5,14.7,0,,,19.999,76.6
5,190909_8,APOE3/3M,M,APOE3/3,B,openfield,1,2Objects_NOR,25,25.1,0.6136919315,3.1,21.3,3.8,5.7,3.7,21,15.8,0.3863080685,27.9,10.5,5.3,7.6,4.4,180,298,11.268,20.6,0.033,233.3,104.4,298.5,41.4,51,78.7,4.489,0,0.066,65.2,2.5,5,17,10.6,35.1,0,15,12.6,30.8,0,71.4,66.8,15.757,46.4
6,190909_9,APOE3/3F,F,APOE3/3,C,openfield,1,2Objects_NOR_2,16,8.3,0.3167938931,8.6,7.4,0.9,2.3,0,16,17.9,0.6832061069,12.4,9.1,8.8,6.5,3.9,78,416.1,7.458,0.8,0.018,155.9,261.4,185.2,133.9,31,35.6,3.116,3,0.097,29.3,2.7,1.7,27,25.1,5.1,0,12,27.2,2.8,0.1,,,10.574,135.6
7,190909_1,HN,M,HN,A,Dilutions,1,2Objects_NOR,0,0,,,0,0,0,0,0,0,,,0,0,0,0,15,99.9,1.44,0,0.012,20.6,99.3,20.6,74.6,0,0,0,,,0,0,0,0,0,,0,0,0,,0,19.2,15.6,1.44,74.6
8,190909_2,APOE3/3M,M,APOE3/3,B,Dilutions,1,2Objects_NOR_2,1,0.7,0.7777777778,11.5,0.7,0,0.7,0,1,0.2,0.2222222222,17.1,0.2,0,0.2,0,6,115,2.313,0.3,0.019,31.3,88.4,31.3,89.3,0,0,0,,,0,0,0,1,0.5,,0,2,1.8,,0,,,2.313,89.3
9,190909_3,APOE3/3F,F,APOE3/3,C,Dilutions,1,2Objects_NOR,10,15.6,0.7959183673,7.9,14,1.6,3.3,0,6,4,0.2040816327,3.1,4,0,1.6,0,34,41.9,4.94,0,0.1,45.3,4.3,82.6,0,21,36.6,1.938,2.1,0.052,37.3,0,0,8,9.4,68.4,0,7,11.2,87.7,1.3,16,9.7,6.878,0
10,190909_4,APOE3/3F,F,APOE3/3,C,Dilutions,1,2Objects_NOR_2,6,10.4,0.5416666667,24.3,7.3,3.1,2.8,0,6,8.8,0.4583333333,0,8.8,0,3,0,22,64.4,7.53,2.8,0.11,62.9,5.5,84.8,2.6,14,28.3,1.462,0,0.067,21.9,0,0,9,14.3,56.7,0.2,4,3.7,,0,,,8.992,2.6
11,190909_8,APOE3/3M,M,APOE3/3,B,Dilutions,1,2Objects_NOR,2,2.9,0.3580246914,34.6,2.9,0,2.7,0,4,5.2,0.6419753086,8.3,1.3,3.8,2.8,0,36,62.5,3.723,0,0.038,69.5,28.4,73.9,9.5,7,10.6,0.213,114,0.049,4.4,0,0,5,3.9,,0,4,3.3,,0,13.4,17.3,3.936,9.5
12,190909_9,APOE3/3F,F,APOE3/3,C,Dilutions,1,2Objects_NOR_2,8,9.1,0.5481927711,11.7,9.1,0,4.1,0,7,7.5,0.4518072289,3.1,5.1,2.4,2.4,0,14,68,3.72,5.5,0.052,44.1,27.8,65.1,21.8,13,29.8,1.475,0,0.069,21,0.4,0,6,6.1,,0,7,11.3,70.6,0.8,,,5.195,21.8
14,190909_2,APOE3/3M,M,APOE3/3,B,Dilutions,2,2Objects_NOR_2,2,6.8,0.8,19.2,4.5,2.3,2.6,0,3,1.7,0.2,37,1.7,0,1.2,0,16,84.9,5.333,0.2,0.06,62.2,27.1,71.9,13.5,7,14.7,0.481,17.8,0.037,9.7,3.1,0,4,3.3,,0,5,11.8,26,0,,,5.814,13.5
15,190909_1,HN,M,HN,A,Dilutions,2,2Objects_NOR,3,1.5,0.2380952381,0.6,1.5,0,0.9,0,6,4.8,0.7619047619,40.4,4.8,0,2.4,0,31,61.2,4.628,1.3,0.053,63.3,24.3,74.9,9,10,14.5,0.551,32.3,0.047,11.6,0,0,7,4.1,,0,3,5.6,,0,12.7,6.6,5.179,9
16,190909_3,APOE3/3F,F,APOE3/3,C,Dilutions,2,2Objects_NOR,7,11.7,0.7748344371,2,11.7,0,1.6,0,3,3.4,0.2251655629,23.9,3.4,0,1.2,0,38,55.3,3.073,3.2,0.05,48.5,12.7,61,6.9,16,15.1,1.004,0,0.08,12.5,0,0,6,9.5,41.1,0,7,12.4,12.9,0,15.2,12.6,4.077,6.9
17,190909_4,APOE3/3F,F,APOE3/3,C,Dilutions,2,2Objects_NOR_2,2,1.4,0.1555555556,48.1,1.4,0,0.7,0,6,7.6,0.8444444444,0.5,7.6,0,2.6,0,16,86.4,3.655,1.6,0.04,53.3,37.2,66.2,26.8,8,12.3,0.584,0,0.045,12.9,0,0,2,3,17.8,0,8,7.4,,0,,,4.239,26.8
18,190909_8,APOE3/3M,M,APOE3/3,B,Dilutions,2,2Objects_NOR,1,1,1,5.5,1,0,0,0,0,0,0,,0,0,0,0,4,11.8,0.565,0,0.005,114,0,118.3,95.1,1,0.1,0.191,0.9,0.044,4.3,0,0,0,0,,0,0,0,,0,0,0,0.756,95.1
19,190909_9,APOE3/3F,F,APOE3/3,C,Dilutions,2,2Objects_NOR_2,0,0,0,,0,0,0,0,1,1.2,1,70.2,1.2,0,0.4,0,4,115.4,1.825,1.4,0.016,33.6,82.4,34.8,78.4,1,0.9,0.073,0,0.06,1.2,0,0,1,0.8,,0,2,1,,0,,,1.898,78.4
20,190909_1,HN,M,HN,A,Dilutions,3,2Objects_NOR,5,2,0.5405405405,3,2,0,0.6,0,3,1.7,0.4594594595,0.8,1.7,0,0.1,0,23,86.9,2.938,0.4,0.032,46.9,46,62.9,33.8,4,14.4,1.112,0,0.069,16,0,0,6,2.5,,0,4,2,,0,12.7,10.8,4.05,33.8
21,190909_2,APOE3/3M,M,APOE3/3,B,Dilutions,3,2Objects_NOR_2,5,5,0.5813953488,31.6,5,0,0.9,0,4,3.6,0.4186046512,12.9,3.6,0,0.4,0,14,85,2.452,0.2,0.029,48.3,37.6,61.4,20.4,6,18.3,0.58,63.2,0.034,13.1,3.7,0,3,4.6,65.8,0,6,6.9,72.3,0,,,3.032,20.4
22,190909_4,APOE3/3F,F,APOE3/3,C,Dilutions,3,2Objects_NOR_2,1,0.9,0.0918367347,109.4,0.9,0,0.9,0,2,8.9,0.9081632653,5.2,2.6,6.3,1.9,0,17,93.2,3.457,1.8,0.032,45.7,61,46.6,43.3,4,6.5,0.037,0,0.015,0.9,1.6,0,1,0.7,,0,3,2.2,,0,,,3.494,43.3
23,190909_3,APOE3/3F,F,APOE3/3,C,Dilutions,3,2Objects_NOR,3,1.9,0.5428571429,26.2,1.9,0,0.2,0,2,1.6,0.4571428571,52.7,1.6,0,0.5,0,33,58.1,3.801,0,0.041,50,42.1,54,35.4,5,10.8,0.69,11.7,0.172,4,0,0,6,15.4,9.8,0,3,1,,0,20.7,41.5,4.491,35.4
24,190909_8,APOE3/3M,M,APOE3/3,B,Dilutions,3,2Objects_NOR,0,0,0,,0,0,0,0,1,0.8,1,4,0.8,0,0.4,0,11,109,0.619,0,0.005,15.4,97.3,20.6,96.2,2,5.2,0.175,0.5,0.034,5.2,0,0,3,1.5,95.2,0,1,2.1,,0,8.2,35,0.794,96.2
25,190909_9,APOE3/3F,F,APOE3/3,C,Dilutions,3,2Objects_NOR_2,1,0.7,0.3888888889,11.4,0.7,0,0.2,0,1,1.1,0.6111111111,9.4,1.1,0,0.3,0,6,112.3,0.912,1.8,0.008,17,97.5,20.7,77.5,2,4.5,0.221,0,0.06,3.7,0,0,0,0,,0,0,0,,0,,,1.133,77.5
26,190909_1,HN,M,HN,A,Dilutions,4,2Objects_NOR,0,0,,,0,0,0,0,0,0,,,0,0,0,0,1,0.1,0.271,0,1.122,0.2,0,113.8,0,0,0,0,6.4,0,113.6,0,95.3,0,0,,0,0,0,,0,0,0,0.271,95.3
27,190909_2,APOE3/3M,M,APOE3/3,B,Dilutions,4,2Objects_NOR_2,3,2.8,0.8484848485,99.9,2.8,0,1.6,0,1,0.5,0.1515151515,97.9,0.5,0,0.3,0,11,101.1,2.31,0,0.021,42.4,65.9,43.6,41.5,3,2,0,118.8,0,1.2,0,0,1,2,,0,1,2.7,,0,,,2.31,41.5
28,190909_3,APOE3/3F,F,APOE3/3,C,Dilutions,4,2Objects_NOR,1,2.8,1,108,0.1,2.7,1.3,0,0,0,0,,0,0,0,0,22,96.5,2.445,0,0.022,35.5,75.3,35.5,59.2,1,1.6,0,,,0,0,0,2,1.2,100.2,0,0,0,,0,49.1,50.7,2.445,59.2
29,190909_4,APOE3/3F,F,APOE3/3,C,Dilutions,4,2Objects_NOR_2,0,0,0,,0,0,0,0,2,2.1,1,15.5,2.1,0,0.8,0,10,96.1,2.688,0,0.024,35.2,77.2,36.6,60.9,2,2.8,0.179,15.8,0.132,1.4,0,0,2,0.4,,0,1,0.2,,0,,,2.867,60.9
30,190909_8,APOE3/3M,M,APOE3/3,B,Dilutions,4,2Objects_NOR,2,2.7,0.75,2.1,0.7,2,1.3,0,1,0.9,0.25,0,0.9,0,0.4,0,23,74.2,1.149,10.7,0.011,28.9,76.1,32.8,64.5,5,4.5,0.227,0,0.027,3.9,4.7,0,3,1.8,,0,3,1.7,,0,23.4,19.3,1.376,64.5
31,190909_9,APOE3/3F,F,APOE3/3,C,Dilutions,4,2Objects_NOR_2,3,2.8,0.6363636364,55.9,2.8,0,1.2,0,1,1.6,0.3636363636,73.1,1.6,0,0.9,0,6,106.2,1.242,0,0.012,21.9,83.5,23.5,80.9,4,3.7,0.165,113.7,0.105,1.6,0,0,2,4.2,,0,1,0.7,,0,,,1.407,80.9
32,190909_1,HN,M,HN,A,Dilutions,5,2Objects_NOR,1,2.9,0.4915254237,117.1,0.5,2.5,0.8,0,7,3,0.5084745763,1.4,3,0,1.2,0,13,78.8,1.931,4.2,0.02,27.2,70.7,32.9,55.1,8,9.3,0.532,0,0.065,5.7,2.5,0,6,5.9,,0,2,3.6,,0,18.9,22.3,2.463,55.1
33,190909_2,APOE3/3M,M,APOE3/3,B,Dilutions,5,2Objects_NOR_2,1,2.1,1,2.4,2.1,0,0.3,1.9,0,0,0,,0,0,0,0,2,116.3,0.832,0,0.007,14,102.2,14,89.9,1,0.4,0,,,0,0,0,1,0.5,,0,0,0,,0,,,0.832,89.9
